Publication,First Name,Last Name,Constituency,Caucus,Province,Date,Time,Page,Text,Source File,P,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Hansard - 74,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-11,10:29:06,4560.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1025)[Translation]Mr. Speaker, it is a great honour for me to speak this morning and say a few words in tribute to our extraordinary colleague, Jim Flaherty.[English]I think many of us have only rarely experienced a moment such as yesterday, when all partisanship faded away and we absorbed the shocking news of the death of someone we knew and loved. It was so unexpected, and I know the word has been used recently, unfair. We all know that we are all mortal, and we cannot really judge the fairness of a moment. We just know that all of us felt in our hearts that Jim Flaherty deserved his retirement and deserved the rest he so richly deserved. As my colleague from Kings-Hants mentioned, only recently have we been sharing stories of how much he was suffering and how he persevered. What an extraordinary work ethic, to refuse to take time for his own rest when he was dealing with a condition that was painful, difficult, and exhausting for him. However, he did not put himself first; he put his country first.One of the moments I did not know about, and  one of the sides of his personality, so it does not surprise me at all, was hearing yesterday from the Green Party candidate for Whitby-Oshawa, Rebecca Harrison, who was completely broken up. She had shared with him, she said, some laughs after all-candidates meetings. He would stay and share laughs and  ask her out for a beer. Such kindness, such humanity. He was ultimately someone who loved other people so much that he put partisanship aside so that we could know what it was like to enjoy a joke with Jim, and he did enjoy his jokes.Yesterday, when I went across the aisle to console the Minister of Fisheries and Oceans, she said, “I was just going to send him this joke I found online. I thought he'd love it”. His sense of humour is what will stay with me, as will his compassion and his public service.I will not trespass any longer on all of our shared grief. I want to extend my condolences to Christine, to his sons, John, Galen, and Quinn, to all of our colleagues in this place who worked with him in the Conservative Party, the Prime Minister, and everyone who is, at this moment, shattered, broken up, and understanding that we will not see Jim Flaherty again on this mortal plane.Forgive me if I recognize that Jim Flaherty was a man of faith. For those who are of no faith, please forgive me if I reflect that we part company now and enter into the break to observe the most sacred portion of the Christian calendar, when we go through Palm Sunday, Holy Week, and Good Friday and ultimately recognize that Jesus Christ broke the bonds of death and we celebrate resurrection. I hope that those moments will give some comfort to Jim's friends  and family, because Jim Flaherty was a man of deep faith, and those of us of faith know that he is in, as they say, a better place, the best place. Eternal rest grant unto him, O Lord, and let perpetual light shine upon him. Amen.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 73,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-10,10:15:45,4521.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1015)[English]Mr. Speaker, I am presenting two petitions.The first one is from citizens who call upon the current government to launch an inquiry into the attempts at voter fraud and suppression in the 2011 election's so-called robocall scandal.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 73,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-10,10:16:10,4521.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1015)[English]Mr. Speaker, the second petition, which is very timely today, is from Canadians from coast to coast, who are calling for the protection of stable and secure funding for the public broadcaster, the CBC.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 73,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-10,10:35:02,4525.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1035)[English]Mr. Speaker, I will be very brief. I just wish to support the official opposition in concern. The debate in this place on Bill C-23 could very well lead to not just it misleading Parliament, but my concern is that it would mislead the Canadian electorate. We have had the repeated reference to 39 pieces of ID as though any one of them would allow a Canadian to vote. I know that slips are made when people are in debate, but it is very clear that one could go to the polls with six or seven pieces of ID off that list and still be denied one's right to vote, without recourse to vouching. Therefore, we need to be very careful. This is one of the reasons why bills that deal with the fairness of Canadian elections should never be dealt with in circumstances of limiting debate and pushing things through without full political consensus to support something so fundamental.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 72,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-09,15:32:03,4480.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1530)[English]Mr. Speaker, I present two petitions. One is from residents throughout the Edmonton area as well as Sooke, B.C., calling on Parliament to reject the proposed Enbridge northern gateway pipeline as presenting unacceptable risks.The second petition comes from residents of Regina, Saskatchewan, as well as Waterloo, Ontario, calling for the government to act to ban, in the interests of protecting pollinating populations, neonicotinoid insecticides.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 72,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-09,16:33:10,4491.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1630)[English]Mr. Speaker, I thank the hon. minister for his first speech as we look at the victims bill of rights, Bill C-32.I wonder if he could outline for us the extent to which the bill mirrors the recommendations that came from the Federal Ombudsman for Victims of Crime. The Conservatives chose not to take some of the advice put forward by the Federal Ombudsman for Victims of Crime. They obviously have taken on some of the recommendations, but not all. I wonder if he could set out for us why certain pieces of that useful advice was not included in the bill.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 72,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-09,17:00:28,4494.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1700)[Translation]Mr. Speaker, I rise to ask my hon. colleague a question.My question has to do with a specific topic, perhaps one of substance. It is about the fact that all victims have the right to information, upon request. The bill states a few times “only on request”. I think my colleague knows that under California's victims bill of rights, victims are given a card, and not just when they ask for it. Why are my colleague's thoughts on that, particularly for enhancing victims' rights? ",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,10:13:35,4389.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1010)[English]Mr. Speaker, it is an honour to present petitions from residents of the Victoria area in support of private member's Bill C-474. This bill calls for transparency in the activities of mining corporations abroad, requiring the publication of any funds and moneys that have been provided by them or their subsidiaries to any foreign government for purposes of furthering mining, oil, and gas industry activities.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,10:14:21,4389.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1010)[English]Mr. Speaker, the second petition comes from residents of Vancouver and the Burnaby area. It is very timely, given the opening of the process under the National Energy Board for the proposed Kinder Morgan expansion. The petitioners are calling for the respect of this House, the federal government, and the province for the moratorium on tanker traffic on the B.C. coast, which has existed since 1972.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,11:19:28,4397.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1115)[English]Mr. Speaker, I cannot really say I am pleased to rise today to speak to yet another omnibus budget bill, C-31.[Translation]This is yet another omnibus bill that contains numerous measures from other bills. However, given House procedure, we will not be able to study it adequately.[English]This is following up on the February 11, 2014 budget. We really need to get used to using the new term for it. It is the “annual thick brochure”. It does not actually contain a budget any more, and I think Canadians ought to know that.It is labelled “the economic action plan 2014, No. 1”, which means that we can expect another budget omnibus bill. It does not deal with the fact that Canada's debt under this administration has increased by $123 billion. It does not deal with the fact that part of the reason that debt has increased and that cuts are being made to the services that we care about is that we now have the lowest corporate tax rate in the industrialized world, approximately half that of the United States.I want to turn to a myth that is so often repeated in this place, that all of the other parties always did omnibus budget bills. That is not just a myth; it is not true. The previous all-time high omnibus budget bill was in 2005 under the administration of former Prime Minister Paul Martin. In 2005, it topped 120 pages.The howls from the opposition, now in government, were so loud that that bill had sections stripped out, and another provision that was to amend the Environmental Protection Act to allow regulation of greenhouse gases was removed altogether. That was due to the protest about 120 pages being too much in an omnibus budget bill.The current administration is the all-time record holder, and not just that, as the Bruce Cockburn song said, “...the trouble with normal is it always gets worse”.Now we are supposed to expect that we are going to get two omnibus budget bills every year: the first one, 400 pages; the second one, 400 pages. So the cumulative total, the bulk of all the legislation that goes through this place, is in the form of omnibus budget bills, which are so anti-democratic and an abuse of parliamentary process that it must be raised at every turn.This particular omnibus budget bill, at 362 pages, Bill C-31, has a lot of good things in it. There is no question that removing the GST from parking fees at hospitals and improving the tax treatment of adoptive families are good things. There are quite a few things in here that I would vote for, such as division 5, increasing the number of judges for Alberta and Quebec. These are all good things.However, what of the things that deserve more study than they are going to get? That list is a very long one indeed. I turn our attention to 40 pages of this brick, pages 91 to 131, changes to the Hazardous Products Act and consequential amendments to other acts. These may all be, as described on the Health Canada website, good ideas, but they deserve study on their own. There are a lot of details we do not know. This will bring into place the globally harmonized system to deal with workplace hazardous materials. It is very important that we study this properly. Certain sectors of our economy are currently exempt from the WHMIS provisions, including pesticides, consumer products, food, and drugs. A global system will bring these in, but we do not quite know how Canada will treat this and will not find out from the quick study we are allowed of an omnibus budget bill. There is 40 pages of this.Another 30-plus pages is an entirely new act, the administrative tribunals support service of Canada act. It occurs in division 29 of Bill C-31, and it brings in a single administrator, appointed politically, to take control of a huge number of administrative tribunals: the Canadian Cultural Property Export Review Board, Canadian Human Rights Tribunal, Canada Industrial Relations Board, Competition Tribunal, Canadian International Trade Tribunal, Social Security Tribunal, and Public Servants Disclosure Protection Tribunal. In the time I have, I cannot read out the names of all the tribunals that are suddenly whipped together under one act with one chief administrator. Far too few details are being provided about the purpose of this change. There is no purposes section under this new act; it is left to our imagination. I have to say, given the track record of this administration, given its attitude toward tribunals and officers of Parliament, the things that come to mind are not happy conclusions. This act's division 29 deserves separate treatment and adequate study.(1120)On the changes to trademark, here we had an opportunity to do something to improve Canada's global competitive position by improving intellectual property rights to protect Canadian corporations abroad. The proposed changes to trademark are largely non-controversial, but why are they stuck in an omnibus budget bill? They have nothing to do with the budget.Pages 207 to 259, over 50 pages of this monster bill, are all about trademark and coming into compliance with agreements from the Singapore and Madrid protocols. Why not have this as a proper study? Why not take the time to assess whether it is a good idea to reduce trademark protection from 15 years to 10 years?I have been trying to reserve most of my time in this brief opportunity for the most egregious section of Bill C-31, which is forcing through, with a limitation on debate that applies to all of Bill C-31, some potentially devastating changes to Canadians' rights found under something called the FATCA. This Foreign Account Tax Compliance Act is thrown into Bill C-31, and I want to refer to the opinions of legal experts.Some time ago, concerned about the FATCA, I did an access to information request and turned up a letter to Finance Canada from Canada's leading constitutional law expert, Professor Peter Hogg. He wrote to Finance Canada when the department it was in the early stages of working on this, and said that treating Canadians who might have some connection to the United States-not just those who might be born there, such as me, but who is no longer a U.S. citizen, or people who had parents born in the U.S., or once worked or studied there-differently than Canadians with no connection to the U.S. violates section 3 of our Charter of Rights and Freedoms, in which we are entitled to equal treatment under the law as Canadian citizens.However, it gets worse than that. Here I want to quote extensively from advice to Finance Canada from two very knowledgeable tax policy law experts: Professor Allison Christians, the H. Heward Stikeman Chair in the Law of Taxation at McGill University; and Professor Arthur Cockfield from Queens University. Both professors conclude that right now it appears that the only reason the current Conservative administration feels it has accomplished anything with FATCA is that it has staved off punitive measures against our commercial banks by the United States. That is the Conservatives' sole rationale for a non-reciprocal agreement that will violate the privacy, and potentially the charter rights, of as many as one million Canadians. They have done it to avoid the U.S. bringing sanctions against them. These knowledgeable experts say that this implementation act would unduly harm the privacy rights and interests of all Canadians, unduly raise compliance costs for all Canadian financial institutions and Canadian taxpayers, and unduly raise legal exposure for Canadian financial institutions due to the ongoing potential liability for mistakenly transferred personal financial information.Bear in mind that this FATCA that we are being pressed to pass so quickly would require our banking institutions to decide for themselves whether someone appears to have some connection to the United States, and then they will turn over the personal banking information of that person without their knowledge to the U.S. Internal Revenue Service. It would also provide potentially sensitive commercial information held by Canadian firms to the United States, which if improperly revealed could harm a firm's competitiveness. It would interfere with the cross-border mobility of Canadian workers to the United States. It would impede Canada's efforts to enforce its own tax laws. It would violate the spirit and potentially the letter of a number of Canadian laws.The advice from these knowledgeable tax experts is clear and compelling. Since we have as a nation have now signed this IGA with the U.S., we have protected the commercial banking sector from these penalties, and so we have time to get it right. Here is their advice.We recommend that the government explicitly address what gains have been achieved by Canada in accepting the IGA, if any exist other than the relief of economic sanctions. If relief of economic sanctions is the only impetus for Canada's acquiescence to U.S. demands, we recommend that the Canadian Government challenge the legality of such economic sanctions....(1125)In other words, the U.S. has no right to impose sanctions on Canadian banks. It says it does. We should challenge it in international court. These experts say that we should stop the introduction of FATCA, ensure that it does not violate our charter rights, protect the privacy rights of Canadians, and not rush into this. I urge the House to pull FATCA out of Bill C-31.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,11:31:15,4399.0,"Ms. Elizabeth May: (1130)[English]Mr. Speaker, I am so grateful that we are actually having a conversation and talking about this issue. The reality of the FATCA that the current administration has accepted is that it does nothing for reciprocal exchange of tax information. It is non-reciprocal; it is asymmetrical. It is unprecedented in international law for one sovereign country to say, “Oh gosh”, and cry uncle, “They are going to get our information whether we like it or not and they are going to punish our banks”. The best legal minds in our country are advising the administration not to cave in just because the United States says it has a right under its domestically passed legislation, but which has not been ratified as an international treaty by its senate. There are a number of legal issues here, for which I do not think we have shown sufficient backbone in response. We do not need to accept a law passed by the U.S. Congress. Would we accept a law passed by the People's Republic of China that requested information of Chinese citizens in Canada? Are we to accept that in response to laws passed in other countries with implications for Canadian citizens, the Government of Canada can do nothing but say, “Here's all the information we can provide you. It's private. We're not warning Canadians. We're giving it to you. Good luck”. Everyone knows that Canada is not a tax haven. People who live here, Canadian citizens and residents, pay taxes. We pay more taxes than people do in other countries. We need to protect the privacy and charter rights of Canadians. ",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,11:34:18,4400.0,"Ms. Elizabeth May: (1130)[Translation]Mr. Speaker, I would like to thank the hon. member for her question.I completely agree with the member. It is clear that FATCA is advantageous for the United States alone. There is nothing in it to help Canadians. As the lawyers and legal experts explained, the only reason why the Government of Canada accepted this agreement, which will violate the rights of Canadians, is that the U.S. government threatened to impose sanctions on our banks.(1135)[English]We need to take this very complex section out. As the legal experts have commented, there was a truncated period for public comment. Very little time was provided for the financial sector, and look at the costs and what it will mean to our banking institutions and credit unions to comb through all the material they have on every customer. It will raise the costs. The banking sector does very well, but this is going to raise consumer costs and it will violate charter rights. Surely it should be removed from an omnibus budget bill for proper study. Additionally, we should go to international court to challenge the idea that the U.S., through a domestically passed law, has the right to punish commercial banks in Canada.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,13:31:01,4416.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1330)[English]Mr. Speaker, apropos of the environmental theme of my friend from Bruce-Grey-Owen Sound's speech, I want to thank him again for his private member's bill that banned bulk water exports, one of the best pieces of legislation since I have been elected. However, I have to disagree with him about Bill C-31.This omnibus budget bill is not just large and complex because the economic problems are complex, as he suggests, but actually because it has become all too common. I think it is an affront to Parliament and an affront to democracy. This administration has chosen to throw in things that have nothing to do with the budget, things such as adding additional judges to Alberta and Quebec. That is something I support, but it does not belong in a budget bill. There are changes to trademark law; changes to the Hazardous Products Act and to the workplace hazardous chemicals regime; and substantial and devastating and anti-constitutional provisions under the Foreign Accounts Tax Compliance Act, known as FATCA. I would ask him if he would not be willing, within his own caucus on that side, to argue against the use of such monster bills in the future?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,15:23:25,4435.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1520)[English]Mr. Speaker, the member was very pleased to note in her speech that the budget is providing money again to Atomic Energy of Canada Limited. One would have thought that when this administration sold, at a bargain basement price, a crown corporation into which Canadians had sunk and lost tens of billions of dollars, that would have been the end of the sucking sound of money going down the drain to AECL. However, we see that over the next two years, $117 million more would go to AECL. I am wondering if she could tell us how that is of any benefit to the Canadian economy.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 71,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-08,16:48:54,4447.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1645)[English]Mr. Speaker, I want to thank my hon. colleague for bringing us back to the egregious loss of democracy in this place. I said earlier today, speaking to Bill C-31, that it is like Bruce Cockburn's song, where he says, “But the trouble with normal is it always gets worse”. Every year, we seem to accept less and less democracy.Back in 2009 when my last book came out, the late journalist Jim Travers was commenting on my book release on CBC. In answer to Michael Enright, who asked if there really were a crisis in Canadian democracy, Travers answered that it was worse than that, that you could visit Ottawa but what you would see was a democracy theme park. All the building were there, but Parliament was no longer respected.Does my hon. colleague not feel that we need to reverse these trends before we really lose democracy altogether?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,12:30:45,4327.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1230)[English]Mr. Speaker, I agree that innovation is important and that it is extremely important that we address the innovation gap in Canada. This particular section of an omnibus bill is not the right way to do it.Recently, I have been reading some of the commentary by one of Canada's better known innovators, Jim Balsillie, who has been talking about the fact that where we fall down globally in multi-factor productivity relates to our failure to protect our IPR rights globally. This section of the omnibus budget bill would not get us to where we need to be. I agree with my hon. friend that any time we talk about this issue it is a good thing, but burying it in an omnibus bill is not the right place to do this. What we find with making trademark one word and having copyright protection around trademark is that it does not go nearly far enough to protect Canadian innovation and our companies going into a global marketplace.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,13:03:14,4331.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1300)[English]Mr. Speaker, I was dismayed that the hon. member for Calgary Centre used so much of her speech on Bill C-31 to attack opposition parties politically instead of talking about the substance of an omnibus bill that actually has very little to do with what she also discussed, which was the budget.She says that budgets make people's eyes glaze over because of all the numbers, figures, and columns. I would like her to answer, if she can, why it is that under this administration the document referred to as a budget actually no longer includes a budget. There is no statement of total assets. There is no statement of revenue. There is no statement of expenses, and there is no bottom line. There is no separate breakout, department by department, as in all previous budgets, under all previous governments, that I have read over the last 30 years.I wonder why the budget is no longer a budget but rather is a very thick brochure.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,13:05:23,4332.0,"Ms. Elizabeth May: (1305)[English]Mr. Speaker, on a point of order, I do not want this to be a debate, but I think if the member checks, there is a 10% cut in Parks Canada's budget.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,13:33:49,4336.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1330)[English]Mr. Speaker, I have looked through Bill C-31 extensively, and a number of things my friend commented on are not in this bill. They are in other bills, such as the victims bill of rights.This bill does not have anything about keeping communities safer. However it does, I think, have issues of interest to his constituents and anyone with any tangential connection to the United States.I know that some members today have referred to people who are dual citizens. I can assure members there are many Canadians who are not dual citizens, but the ambit of the FATCA would require Canadian banks to turn over private information about people who have no idea that they could be considered to have any connection whatsoever to the United States, for tax purposes.This bill, according to many constitutional law experts, would violate the charter. It is unprecedented, in terms of assuming that a foreign power could have access to information about Canadian citizens.I would ask my hon. friend if he does not think it would be preferable to pull the FATCA sections out of this omnibus bill and subject them to a court review to ensure they are charter compliant?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,15:05:38,4352.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1505)[English]Mr. Speaker, I asked the Prime Minister, in question period last week, in relation to the recent report from the Intergovernmental Panel on Climate Change, whether given the evidence from Environment Canada that there is no chance, given current policies, whether the government will do other than have a 100% fail rate on the target the Prime Minister himself pledged to in 2009.Is this administration, under the Prime Minister, committed to the pledge he made in Copenhagen?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,15:06:46,4352.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1505)[English]Mr. Speaker, I am so gratified to have a follow-up question, because this repeated nonsense about bringing down emissions by 130 megatonnes over what they would have been in some imaginary universe is not helpful.The Prime Minister's pledge in Copenhagen was straightforward. It was 17% below 2005 levels by 2020. Environment Canada's data now says levels will be virtually unchanged from 2005 levels in 2020.The question is simple. Does this administration have any intention of keeping its promise?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,15:25:52,4356.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1525)[English]Mr. Speaker, I have two petitions. The first is in relation to the Canada-China investment treaty. It is a petition signed by residents of primarily the Smithers area, as well as Hazelton.This is an issue that has dropped somewhat from our radar but remains poised for ratification only before cabinet, without any vote in this place. It would tie Canada, this current administration, and future governments, for up to 31 years from the date of ratification, to be subject to lawsuits and arbitration claims by the People's Republic of China if we were to strengthen our labour or environmental laws.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,15:26:56,4356.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1525)[English]Mr. Speaker, the second petition speaks to the issue I raised in question period. That is Canada's responsibility to reduce greenhouse gas emissions. These are from residents of Saanich-Gulf Islands, primarily Saltspring Island and Galiano Island, demanding that this House put together a plan to meet the targets in the bill that was put forward by the member of Parliament for Thunder Bay-Superior North, what was Bill C-311, to reduce greenhouse gases rapidly by 80% below 1990 levels by 2050.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,15:36:42,4358.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1535)[English]Mr. Speaker, there are areas of waste that continue to plague the spending of the current administration, and many of them have to do with outside contractors. We know from the report of retired Lieutenant-General Andrew Leslie that something around $2 billion in the Department of National Defence goes to outside contractors every year. Recently it was revealed that this administration has used about $482 million for legal advice, rather than relying on the existing Department of Justice, which is fully staffed with competent lawyers who are already being paid.Does the hon. member not agree with me that spending and outsourcing should end when we reach balanced budgets, and that we should rely on people within the civil service who are there to provide professional advice?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,16:49:55,4368.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1645)[English]Mr. Speaker, I want to thank my hon. colleague, the member for Burnaby-Douglas, for focusing on the damage that is done through the repeated use of this mechanism of omnibus bills and bringing a sharp focus on Kinder Morgan and its so-called Trans Mountain pipeline.I have also been one of those who applied to the National Energy Board. I just found out that I am one of the few interveners, one of the 400 who was selected. I certainly hope to be able to convey the concerns of my constituents, because although the project directly affects people in his riding, as the hon. member for Burnaby-Douglas has said, there are also all the communities along the shorelines, the coastal communities. They are very concerned about an increase of more than 400 Aframax tankers a year carrying diluted bitumen.To our friend across the way who asked what we would propose instead, we propose that we should not ship out diluted bitumen. We should be upgrading and refining product in Canada, so that we are not shipping it and putting it in tankers, essentially exporting to China the jobs that could have been had in Alberta.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,18:40:30,4384.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1840)[English]Mr. Speaker, I am honoured to stand this evening in adjournment proceedings to pursue a question I asked on March 27. I asked the Minister of the Environment to face the facts and do the math. I prefaced my question on March 27 by saying that I wanted to address the problem of math and red herrings.The math is this. On the numbers that have come from Environment Canada's own database, published by the current government, there is not a chance in the world that on current plans Canada would come anywhere near the target selected by the Prime Minister after breaking faith with the world and abandoning the Kyoto protocol and choosing a much weaker target.When the Prime Minister committed in 2009 to the so-called Copenhagen target, that represented the second time he had weakened Canada's targets. First, they were weakened in the spring of 2006 when the Prime Minister, after cancelling the plan in place that would have brought us quite close to Kyoto, announced that he did not feel that Canada was bound to pursue Kyoto and that Canada's target would be 20% below 2006 levels by 2020. Then in Copenhagen the target accepted by the Prime Minister for Canada was even weaker than the one he moved to in 2006. I know that percentages fly by and one's eyes can glaze over, but in accepting the target of 17% below a different base year this time-that is, 2005-the target was further weakened. It was an anomaly that in 2005 our emissions were higher than they were in 2006. That was the peak year for emissions for Canada. We have seen a weakened target. Now we see the evidence. It is right in front of our face. The Environment Canada report from October 2013 makes it clear that by 2020 our emissions will have risen steadily from the low point that was achieved, but not through any effort on the government's part, but due to the recession in 2009 when greenhouse gases in Canada had gone down to 692 megatonnes. They are now climbing steadily up to where Environment Canada projects they will be 734 megatonnes by the due date of 2020.I know that numbers are hard to discuss in the House of Commons, but here is the math. It is simple. We pledged a reduction of 17% below 2005 levels by 2020. We will have perhaps achieved a 1%, not a 17% reduction.My question was this. Would the government remain committed to the Copenhagen target given this record of failure? Would we adopt additional measures to try to get there? Instead, we get a repetition of something, such as in question period earlier today, which I once again had to call nonsense. It is the idea repeated ad nauseam, so we know it by heart, that under this administration we have 130 megatonnes less than what we would have had under the Liberals.If we go to page 4 of the report I have already mentioned in referencing Environment Canada's October 2013 numbers, we find this imaginary figure of 130 megatonnes above where we are now. It is hard to express this because it is such nonsense. It is called a “business as usual” number or, as it appears in the Environment Canada report, a “without measures” number. If nothing at all were done by anyone, our emissions would reach a level they have never reached of 862 megatonnes a year. Then this administration tries to take credit for doing nothing and staying at the same level we were supposed to reduce from by 17%, saying, “Look how great this is. We are 130 megatonnes below an imaginary figure that has never happened based on no measures at all”. It is time to be honest with Canadians. There is no chance of reaching the Copenhagen target. Will this administration commit to meeting its weak Copenhagen target with new measures?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 70,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2014-04-07,18:48:14,4386.0,"Ms. Elizabeth May: (1845)[English]Mr. Speaker, I do not want to blame my friend, the hon. Parliamentary Secretary to the Minister of the Environment. I have not been able to get a straight answer from the Prime Minister or from the Minister of the Environment, and it is his unhappy task tonight to try to defend an indefensible record.The math is clear. Just as the parliamentary secretary says that by 2020, emissions will be 734 megatonnes, the promise that was made by the Prime Minister was that they should be 607 megatonnes, a reduction against 2005 levels. Instead, there has been no plan to deal with the oil sands sector. The government keeps telling us there is a sector-by-sector approach. We had to bring in regulations on transportation because our car market is shared with the United States. They were good regulations. I supported them. The coal-fired regulations do not take effect until 2015, and they will not actually shut down any existing coal-fired power plants. However, the oil sands sector, where the Prime Minister and successive ministers of the environment promised regulations, remains unregulated.This is a record of inaction and missed targets. I still do not know if the administration regards Canada as committed to the Copenhagen target.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
